Марка,Модель,Мощность,Топливо,Цена,Год производства,Пробег,Коробка,Кузов,Привод,Цвет
Chevrolet,Cruze I,141,Бензин,240000,2009,105788,механика,седан,передний,чёрный
Chevrolet,Niva I Рестайлинг,80,Бензин,370000,2016,100000,механика,внедорожник 5 дв.,полный,серый
Chevrolet,Lanos I,86,Бензин,110000,2008,170000,механика,седан,передний,синий
Chevrolet,Lacetti,109,Бензин,200000,2007,272265,механика,седан,передний,чёрный
Chevrolet,Lacetti,109,Бензин,285000,2011,105000,механика,седан,передний,серебристый
Chevrolet,Lanos I,86,Бензин,55000,2007,176000,механика,седан,передний,зелёный
Chevrolet,Aveo II,115,Бензин,365000,2012,165858,механика,седан,передний,серебристый
Chevrolet,Lacetti,109,Бензин,220000,2008,150039,механика,хэтчбек 5 дв.,передний,синий
Chevrolet,Lacetti,94,Бензин,239000,2010,200000,механика,седан,передний,красный
Chevrolet,Tahoe I,258,Бензин,750000,1995,200000,автомат,внедорожник 5 дв.,полный,красный
Chevrolet,Lacetti,109,Бензин,325000,2011,125000,автомат,седан,передний,чёрный
Chevrolet,Lanos I,86,Бензин,50000,2007,173526,механика,седан,передний,чёрный
Chevrolet,Lacetti,94,Бензин,185000,2004,200000,механика,хэтчбек 5 дв.,передний,серебристый
Chevrolet,Lanos I,86,Бензин,90000,2007,177890,механика,седан,передний,белый
Chevrolet,Captiva I,136,Бензин,580000,2010,114653,механика,внедорожник 5 дв.,полный,белый
Chevrolet,Lanos I,86,Бензин,70000,2008,210000,механика,седан,передний,серый
Chevrolet,TrailBlazer I,273,Бензин,360000,2005,205000,автомат,внедорожник 5 дв.,полный,чёрный
Chevrolet,Lanos I,86,Бензин,65000,2006,110300,механика,седан,передний,чёрный
Chevrolet,Lanos I,86,Бензин,85000,2007,250000,механика,седан,передний,серый
Chevrolet,Cobalt II,105,Бензин,320000,2014,250000,механика,седан,передний,белый
Chevrolet,Lanos I,86,Бензин,69000,2007,155000,механика,седан,передний,серый
Chevrolet,Lanos I,86,Бензин,125000,2008,114000,механика,седан,передний,чёрный
Chevrolet,Orlando I,141,Бензин,690000,2014,66000,автомат,компактвэн,передний,белый
Chevrolet,Lanos I,86,Бензин,99000,2006,115000,механика,седан,передний,серебристый
Chevrolet,Lanos I,86,Бензин,130000,2006,181949,механика,седан,передний,серый
Chevrolet,Lanos I,86,Бензин,50000,2006,160139,механика,седан,передний,серебристый
Chevrolet,Lanos I,86,Бензин,75000,2006,290000,механика,седан,передний,серебристый
Chevrolet,Lanos I,86,Бензин,45000,2006,75690,механика,седан,передний,чёрный
Chevrolet,Lanos I,86,Бензин,160000,2008,220000,механика,седан,передний,синий
Chevrolet,Lanos I,86,Бензин,140000,2008,96411,механика,седан,передний,синий
Chevrolet,Lacetti,109,Бензин,270000,2012,167000,механика,седан,передний,белый
Chevrolet,Lacetti,122,Бензин,175000,2005,133000,автомат,седан,передний,синий
Chevrolet,Lanos I,86,Бензин,87000,2007,378000,механика,седан,передний,синий
Chevrolet,Lanos I,86,Бензин,95000,2007,153000,механика,седан,передний,красный
Chevrolet,Aveo I,83,Бензин,125000,2004,147000,механика,седан,передний,зелёный
Chevrolet,Niva I Рестайлинг,80,Бензин,274900,2010,87336,механика,внедорожник 5 дв.,полный,чёрный
Chevrolet,Niva I,80,Бензин,145000,2005,300000,механика,внедорожник 5 дв.,полный,зелёный
Chevrolet,Niva I,80,Бензин,189000,2009,178000,механика,внедорожник 5 дв.,полный,серый
Chevrolet,Captiva I Рестайлинг,184,Дизель,780000,2012,89000,автомат,внедорожник 5 дв.,полный,серый
Chevrolet,Orlando I,163,Дизель,610000,2013,199500,автомат,компактвэн,передний,чёрный
Chevrolet,Lacetti,109,Бензин,289900,2011,213242,механика,универсал 5 дв.,передний,синий
Chevrolet,Orlando I,141,Бензин,650000,2012,89000,механика,компактвэн,передний,чёрный
Chevrolet,Niva I Рестайлинг,80,Бензин,249900,2012,100523,механика,внедорожник 5 дв.,полный,чёрный
Chevrolet,Niva I Рестайлинг,80,Бензин,210000,2010,210000,механика,внедорожник 5 дв.,полный,серый
Chevrolet,Niva I,80,Бензин,160000,2004,185000,механика,внедорожник 5 дв.,полный,синий
Chevrolet,Lanos I,86,Бензин,95000,2006,127000,механика,седан,передний,зелёный
Chevrolet,Captiva I Рестайлинг,184,Дизель,730000,2012,141999,автомат,внедорожник 5 дв.,полный,чёрный
Chevrolet,Captiva I,136,Бензин,480000,2007,150300,автомат,внедорожник 5 дв.,полный,чёрный
Chevrolet,Spark II,52,Бензин,130000,2007,187000,механика,хэтчбек 5 дв.,передний,жёлтый
Chevrolet,Epica I Рестайлинг,143,Бензин,400000,2011,165000,механика,седан,передний,бежевый
Chevrolet,Lacetti,109,Бензин,200000,2009,370000,механика,универсал 5 дв.,передний,чёрный
Chevrolet,Niva I,80,Бензин,95000,2006,183608,механика,внедорожник 5 дв.,полный,синий
Chevrolet,Lanos I,86,Бензин,89000,2008,23000,механика,седан,передний,серебристый
Chevrolet,Cruze I,109,Бензин,385000,2011,108000,механика,седан,передний,пурпурный
Chevrolet,Lanos I,86,Бензин,130000,2009,69455,механика,седан,передний,серебристый
Chevrolet,Aveo I Рестайлинг,101,Бензин,230000,2008,175642,механика,седан,передний,белый
Chevrolet,Captiva I,230,Бензин,370000,2007,250000,автомат,внедорожник 5 дв.,полный,серый
Chevrolet,Tahoe II,299,Бензин,400000,2006,247000,автомат,внедорожник 5 дв.,задний,серый
Chevrolet,Cruze I,109,Бензин,350000,2010,125000,механика,седан,передний,синий
Chevrolet,Lanos I,86,Бензин,32900,2006,220000,механика,седан,передний,пурпурный
Chevrolet,Aveo II,115,Бензин,249900,2012,170442,механика,седан,передний,серебристый
Chevrolet,Niva I Рестайлинг,80,Бензин,224900,2012,146605,механика,внедорожник 5 дв.,полный,чёрный
Chevrolet,Niva I Рестайлинг,80,Бензин,234900,2011,101000,механика,внедорожник 5 дв.,полный,серый
Chevrolet,Niva I Рестайлинг,80,Бензин,440000,2011,141000,механика,внедорожник 5 дв.,полный,синий
Chevrolet,Tracker II,129,Бензин,270000,1999,192000,автомат,внедорожник 5 дв.,полный,зелёный
Chevrolet,Captiva I,150,Дизель,490000,2007,200000,автомат,внедорожник 5 дв.,полный,чёрный
Chevrolet,Cruze I Рестайлинг,141,Бензин,505000,2013,66000,механика,хэтчбек 5 дв.,передний,белый
Chevrolet,Lanos I,86,Бензин,80000,2008,153000,механика,седан,передний,серебристый
Chevrolet,Niva I Рестайлинг,80,Бензин,490000,2015,38494,механика,внедорожник 5 дв.,полный,чёрный
Chevrolet,Aveo I,94,Бензин,110000,2006,198350,механика,хэтчбек 5 дв.,передний,серый
Chevrolet,Cruze I,109,Бензин,330000,2010,184800,автомат,седан,передний,пурпурный
Chevrolet,Cruze I Рестайлинг,141,Бензин,430000,2013,88000,механика,хэтчбек 5 дв.,передний,белый
Chevrolet,Lacetti,94,Бензин,170000,2008,213000,механика,седан,передний,синий
Chevrolet,Lacetti,109,Бензин,300000,2011,177154,автомат,хэтчбек 5 дв.,передний,чёрный
Chevrolet,Cruze I Рестайлинг,141,Бензин,499999,2015,150000,автомат,универсал 5 дв.,передний,белый
Chevrolet,Niva I Рестайлинг,80,Бензин,270000,2013,84500,механика,внедорожник 5 дв.,полный,синий
Chevrolet,Lacetti,94,Бензин,280000,2010,74000,механика,седан,передний,чёрный
Chevrolet,Aveo II,115,Бензин,435000,2014,70500,автомат,хэтчбек 5 дв.,передний,чёрный
Chevrolet,Lanos I,86,Бензин,101000,2008,150000,механика,седан,передний,красный
Chevrolet,Cobalt II,105,Бензин,360000,2013,53000,механика,седан,передний,красный
Chevrolet,Lanos I,86,Бензин,105000,2007,165000,механика,седан,передний,чёрный
Chevrolet,Lanos I,86,Бензин,130000,2006,103000,механика,седан,передний,чёрный
Chevrolet,Lacetti,109,Бензин,270000,2008,145000,механика,седан,передний,красный
Chevrolet,Epica I Рестайлинг,143,Бензин,400000,2011,139000,автомат,седан,передний,серебристый
Chevrolet,Aveo II,115,Бензин,420000,2013,108000,автомат,седан,передний,белый
Chevrolet,Aveo I Рестайлинг,72,Бензин,219000,2007,120000,механика,седан,передний,пурпурный
Chevrolet,Aveo II,115,Бензин,392000,2012,73000,автомат,седан,передний,белый
Chevrolet,Captiva I,136,Бензин,420000,2007,158600,автомат,внедорожник 5 дв.,полный,чёрный
Chevrolet,Venture,188,Бензин,620000,2003,270000,автомат,компактвэн,полный,белый
Chevrolet,Aveo I Рестайлинг,94,Бензин,215000,2006,152000,механика,седан,передний,красный
Chevrolet,Lacetti,109,Бензин,299000,2011,182000,механика,универсал 5 дв.,передний,красный
Chevrolet,Cruze I,141,Бензин,420000,2011,112000,механика,седан,передний,белый
Chevrolet,Orlando I,163,Дизель,700000,2013,200000,автомат,компактвэн,передний,серебристый
Chevrolet,Niva I,80,Бензин,180000,2004,170000,механика,внедорожник 5 дв.,полный,серый
Chevrolet,Lacetti,109,Бензин,230000,2005,218000,механика,универсал 5 дв.,передний,красный
Chevrolet,Lacetti,109,Бензин,355000,2010,105000,механика,хэтчбек 5 дв.,передний,голубой
Chevrolet,Lanos I,86,Бензин,115000,2007,160000,механика,седан,передний,серебристый
Chevrolet,Lacetti,94,Бензин,235000,2012,270000,механика,седан,передний,белый
Chevrolet,Epica I,156,Бензин,320000,2007,156000,автомат,седан,передний,чёрный
Chevrolet,Lanos I,86,Бензин,120000,2007,126000,механика,седан,передний,серебристый
Chevrolet,Cruze I,109,Бензин,339000,2011,115000,автомат,седан,передний,чёрный
Chevrolet,Lanos I,86,Бензин,120000,2009,52000,механика,седан,передний,серебристый
Chevrolet,Cruze I,141,Бензин,400000,2012,115000,автомат,хэтчбек 5 дв.,передний,серебристый
Chevrolet,Aveo II,115,Бензин,410000,2013,92500,автомат,седан,передний,серебристый
Chevrolet,Lacetti,109,Бензин,360000,2012,150000,механика,универсал 5 дв.,передний,красный
Chevrolet,Niva I Рестайлинг,80,Бензин,500000,2015,44080,механика,внедорожник 5 дв.,полный,чёрный
Chevrolet,Niva I Рестайлинг,80,Бензин,450000,2016,58300,механика,внедорожник 5 дв.,полный,серый
Chevrolet,Niva I,80,Бензин,250000,2008,120000,механика,внедорожник 5 дв.,полный,зелёный
Chevrolet,Lanos I,86,Бензин,89900,2008,152442,механика,седан,передний,синий
Chevrolet,Cruze I,141,Бензин,400000,2011,122000,механика,седан,передний,чёрный
Chevrolet,TrailBlazer II,180,Дизель,1150,2013,106000,автомат,внедорожник 5 дв.,полный,чёрный
Chevrolet,Aveo I Рестайлинг,101,Бензин,300000,2011,99994,механика,седан,передний,белый
Chevrolet,Lanos I,86,Бензин,80000,2006,118000,механика,седан,передний,серебристый
Chevrolet,Lanos I,86,Бензин,80000,2008,110000,механика,седан,передний,чёрный
Chevrolet,Camaro V,312,Бензин,1300,2009,104000,автомат,купе,задний,жёлтый
Chevrolet,Lacetti,109,Бензин,315000,2009,205000,автомат,седан,передний,серебристый
Chevrolet,Aveo I Рестайлинг,101,Бензин,200000,2009,145000,механика,хэтчбек 5 дв.,передний,жёлтый
Chevrolet,Lanos I,86,Бензин,72000,2006,147500,механика,седан,передний,зелёный
Chevrolet,Aveo I Рестайлинг,84,Бензин,215000,2008,104000,механика,хэтчбек 5 дв.,передний,синий
Chevrolet,Cruze I Рестайлинг,109,Бензин,420000,2014,73000,автомат,седан,передний,чёрный
Chevrolet,Lanos I,86,Бензин,110000,2008,82000,механика,седан,передний,синий
Chevrolet,Niva I,80,Бензин,195000,2008,130333,механика,внедорожник 5 дв.,полный,зелёный
Chevrolet,Aveo I Рестайлинг,84,Бензин,185000,2008,211000,механика,седан,передний,серебристый
Chevrolet,Niva I Рестайлинг,80,Бензин,280000,2013,150000,механика,внедорожник 5 дв.,полный,коричневый
Chevrolet,Lacetti,94,Бензин,208000,2008,194000,механика,хэтчбек 5 дв.,передний,синий
Chevrolet,Niva I Рестайлинг,80,Бензин,260000,2010,135000,механика,внедорожник 5 дв.,полный,чёрный
Chevrolet,Lanos I,86,Бензин,85000,2008,129000,механика,седан,передний,синий
Chevrolet,Cruze I,109,Бензин,345000,2010,150500,механика,седан,передний,серебристый
Chevrolet,Niva I Рестайлинг,80,Бензин,350000,2011,120000,механика,внедорожник 5 дв.,полный,серый
Chevrolet,Aveo I Рестайлинг,84,Бензин,222000,2008,176000,механика,хэтчбек 3 дв.,передний,серебристый
Chevrolet,Rezzo,90,Бензин,265500,2007,119764,механика,компактвэн,передний,серебристый
Chevrolet,Epica I,156,Бензин,330000,2008,130000,автомат,седан,передний,серебристый
Chevrolet,Lanos I,86,Бензин,35000,2006,250000,механика,седан,передний,чёрный
Chevrolet,Aveo I Рестайлинг,72,Бензин,200000,2007,149000,механика,седан,передний,серый
Chevrolet,Cruze I,109,Бензин,390000,2012,100000,автомат,седан,передний,серебристый
Chevrolet,Niva I Рестайлинг,80,Бензин,199900,2009,110000,механика,внедорожник 5 дв.,полный,чёрный
Chevrolet,Aveo II,115,Бензин,347000,2012,100000,механика,седан,передний,синий
Chevrolet,Niva I Рестайлинг,80,Бензин,260000,2011,93500,механика,внедорожник 5 дв.,полный,чёрный
Chevrolet,Captiva I Рестайлинг,167,Бензин,840000,2012,128000,механика,внедорожник 5 дв.,полный,чёрный
Chevrolet,Cruze I,141,Бензин,370000,2011,171000,автомат,седан,передний,золотистый
Chevrolet,Cruze I,109,Бензин,350000,2011,213266,механика,седан,передний,серый
Chevrolet,Lacetti,109,Бензин,250000,2008,143100,механика,седан,передний,синий
Chevrolet,Lacetti,109,Бензин,270000,2010,119240,механика,хэтчбек 5 дв.,передний,красный
Chevrolet,Aveo I,94,Бензин,160000,2006,190000,механика,хэтчбек 5 дв.,передний,красный
Chevrolet,Cruze I,109,Бензин,333333,2010,117550,механика,седан,передний,чёрный
Chevrolet,Lanos I,86,Бензин,165000,2007,65000,механика,седан,передний,красный
Chevrolet,Lacetti,109,Бензин,345000,2012,90000,механика,хэтчбек 5 дв.,передний,чёрный
Chevrolet,Niva I Рестайлинг,80,Бензин,350000,2011,16575,механика,внедорожник 5 дв.,полный,чёрный
Chevrolet,Niva I,80,Бензин,200000,2005,142000,механика,внедорожник 5 дв.,полный,серебристый
Chevrolet,Niva I Рестайлинг,80,Бензин,190000,2009,134000,механика,внедорожник 5 дв.,полный,чёрный
Chevrolet,Niva I Рестайлинг,80,Бензин,460000,2013,77000,механика,внедорожник 5 дв.,полный,серебристый
Chevrolet,Niva I,80,Бензин,280000,2006,215000,механика,внедорожник 5 дв.,полный,серый
Chevrolet,Aveo II,115,Бензин,375000,2012,154140,механика,седан,передний,чёрный
Chevrolet,Lanos I,86,Бензин,125000,2008,173000,механика,седан,передний,серебристый
Chevrolet,Niva I Рестайлинг,80,Бензин,520000,2015,53000,механика,внедорожник 5 дв.,полный,серый
Chevrolet,Captiva I,230,Бензин,600000,2011,170000,автомат,внедорожник 5 дв.,полный,серебристый
Chevrolet,Lanos I,86,Бензин,65000,2006,124851,механика,седан,передний,пурпурный
Chevrolet,Lanos I,86,Бензин,80000,2006,190000,механика,седан,передний,серебристый
Chevrolet,Cruze I,141,Бензин,403000,2011,78422,автомат,хэтчбек 5 дв.,передний,серебристый
Chevrolet,Celebrity,130,Бензин,100000,1984,100000,автомат,седан,передний,чёрный
Chevrolet,Lacetti,94,Бензин,195000,2007,210000,механика,хэтчбек 5 дв.,передний,красный
Chevrolet,Niva I,80,Бензин,180000,2007,200000,механика,внедорожник 5 дв.,полный,серый
Chevrolet,Lacetti,109,Бензин,270000,2008,99000,автомат,хэтчбек 5 дв.,передний,чёрный
Chevrolet,Lacetti,109,Бензин,230000,2008,177000,механика,седан,передний,синий
Chevrolet,Tracker II,129,Бензин,175000,2000,259000,автомат,внедорожник 5 дв.,задний,синий
Chevrolet,Aveo I,94,Бензин,200000,2007,127000,механика,хэтчбек 5 дв.,передний,синий
Chevrolet,Aveo I Рестайлинг,72,Бензин,200000,2007,160000,механика,седан,передний,красный
Chevrolet,Cruze I Рестайлинг,109,Бензин,500000,2013,230000,механика,седан,передний,чёрный
Chevrolet,Captiva I,136,Бензин,460000,2007,260000,механика,внедорожник 5 дв.,полный,оранжевый
Chevrolet,Aveo I Рестайлинг,84,Бензин,249000,2008,140000,механика,седан,передний,чёрный
Chevrolet,Lanos I,86,Бензин,75000,2007,292000,механика,седан,передний,серый
Chevrolet,Aveo I Рестайлинг,84,Бензин,260000,2010,162000,механика,седан,передний,серый
Chevrolet,Lacetti,94,Бензин,295000,2009,120000,механика,хэтчбек 5 дв.,передний,красный
Chevrolet,Niva I Рестайлинг,80,Бензин,240000,2010,80000,механика,внедорожник 5 дв.,полный,серебристый
Chevrolet,Lanos I,86,Бензин,30000,2006,154250,механика,седан,передний,чёрный
Chevrolet,Lacetti,109,Бензин,335000,2011,140000,механика,седан,передний,чёрный
Chevrolet,Lanos I,86,Бензин,110000,2008,208000,механика,седан,передний,синий
Chevrolet,Aveo II,115,Бензин,430000,2014,89500,автомат,седан,передний,серый
Chevrolet,Cruze I,141,Бензин,320000,2009,144000,автомат,седан,передний,красный
Chevrolet,Lanos I,86,Бензин,135000,2008,139000,механика,седан,передний,серый
Chevrolet,Lanos I,86,Бензин,119000,2008,151000,механика,седан,передний,синий
Chevrolet,Cruze I Рестайлинг,141,Бензин,385000,2013,187000,автомат,седан,передний,серебристый
Chevrolet,Niva I,80,Бензин,165000,2009,86000,механика,внедорожник 5 дв.,полный,серый
Chevrolet,Lacetti,109,Бензин,250000,2012,128000,механика,универсал 5 дв.,передний,серебристый
Chevrolet,Captiva I,136,Бензин,460000,2008,170000,автомат,внедорожник 5 дв.,полный,серебристый
Chevrolet,Lanos I,86,Бензин,115000,2008,133000,механика,седан,передний,синий
Chevrolet,Niva I,80,Бензин,155000,2006,190000,механика,внедорожник 5 дв.,полный,синий
Chevrolet,Aveo I,72,Бензин,150000,2007,250000,механика,хэтчбек 5 дв.,передний,серый
Chevrolet,Cruze I,109,Бензин,377777,2010,183000,механика,седан,передний,белый
Chevrolet,Lanos I,86,Бензин,75000,2006,80000,механика,седан,передний,серебристый
Chevrolet,Lacetti,109,Бензин,274000,2011,198000,механика,универсал 5 дв.,передний,чёрный
Chevrolet,Lanos I,86,Бензин,65000,2008,113668,механика,седан,передний,чёрный
Chevrolet,Cruze I,109,Бензин,345000,2010,144000,автомат,седан,передний,серый
Chevrolet,Niva I Рестайлинг,80,Бензин,260000,2011,127000,механика,внедорожник 5 дв.,полный,серебристый
Chevrolet,Aveo I Рестайлинг,84,Бензин,260000,2011,117000,механика,седан,передний,серый
Chevrolet,Lacetti,94,Бензин,220000,2006,188300,механика,седан,передний,синий
Chevrolet,Cruze I,141,Бензин,360000,2010,100000,автомат,седан,передний,белый
Chevrolet,Cruze I,113,Бензин,385000,2009,81167,автомат,седан,передний,серебристый
Chevrolet,Lacetti,94,Бензин,220000,2009,179000,механика,хэтчбек 5 дв.,передний,белый
Chevrolet,Aveo I Рестайлинг,72,Бензин,170000,2007,192000,механика,седан,передний,красный
Chevrolet,Lanos I,86,Бензин,70000,2006,220000,механика,седан,передний,красный
Chevrolet,Niva I Рестайлинг,80,Бензин,350000,2011,32000,механика,внедорожник 5 дв.,полный,красный
Chevrolet,Lacetti,109,Бензин,250000,2008,155000,механика,седан,передний,серебристый
Chevrolet,Lacetti,94,Бензин,315000,2012,92000,механика,хэтчбек 5 дв.,передний,чёрный
Chevrolet,Lacetti,109,Бензин,245000,2007,164000,механика,седан,передний,бежевый
Chevrolet,Cruze I,124,Бензин,385000,2011,168000,автомат,седан,передний,синий
Chevrolet,Lacetti,109,Бензин,150000,2007,248000,механика,универсал 5 дв.,передний,оранжевый
Chevrolet,Niva I Рестайлинг,80,Бензин,380000,2014,67000,механика,внедорожник 5 дв.,полный,серый
Chevrolet,Aveo I Рестайлинг,94,Бензин,200000,2006,144000,механика,седан,передний,серебристый
Chevrolet,Lacetti,109,Бензин,299000,2010,240000,механика,универсал 5 дв.,передний,серебристый
Chevrolet,Lacetti,109,Бензин,310000,2011,160000,механика,седан,передний,серебристый
Chevrolet,Niva I Рестайлинг,80,Бензин,310000,2014,130000,механика,внедорожник 5 дв.,полный,серый
Chevrolet,Niva I Рестайлинг,80,Бензин,300000,2011,70000,механика,внедорожник 5 дв.,полный,чёрный
Chevrolet,Lanos I,86,Бензин,55000,2007,260000,механика,седан,передний,зелёный
Chevrolet,Niva I,80,Бензин,125000,2003,134000,механика,внедорожник 5 дв.,полный,серебристый
Chevrolet,Lanos I,86,Бензин,90000,2008,142000,механика,седан,передний,синий
Hyundai,Elantra IV (HD),122,Бензин,300000,2007,150000,механика,седан,передний,чёрный
Hyundai,Matrix I Рестайлинг,103,Бензин,259000,2006,132935,автомат,компактвэн,передний,зелёный
Hyundai,Sonata  IV (EF) Рестайлинг ТагАЗ,137,Бензин,249700,2007,160000,автомат,седан,передний,чёрный
Hyundai,Getz I Рестайлинг,97,Бензин,229000,2007,160000,автомат,хэтчбек 5 дв.,передний,серый
Hyundai,Getz I Рестайлинг,66,Бензин,185000,2008,151798,механика,хэтчбек 3 дв.,передний,красный
Hyundai,Solaris I Рестайлинг,107,Бензин,449000,2015,103725,механика,седан,передний,белый
Hyundai,Santa Fe IV,200,Дизель,2099,2018,31200,автомат,внедорожник 5 дв.,полный,синий
Hyundai,Solaris I Рестайлинг,107,Бензин,479000,2015,87769,автомат,седан,передний,серебристый
Hyundai,Solaris I,107,Бензин,389000,2011,124000,механика,седан,передний,серый
Hyundai,Solaris I,107,Бензин,400000,2011,141000,автомат,седан,передний,красный
Hyundai,Solaris I,123,Бензин,385000,2011,81000,механика,хэтчбек 5 дв.,передний,чёрный
Hyundai,Solaris I,123,Бензин,469000,2013,121767,автомат,седан,передний,серебристый
Hyundai,Solaris II,123,Бензин,810000,2018,12200,автомат,седан,передний,чёрный
Hyundai,Solaris I Рестайлинг,107,Бензин,440000,2014,92500,механика,седан,передний,коричневый
Hyundai,Sonata  IV (EF) Рестайлинг ТагАЗ,137,Бензин,299000,2008,140000,автомат,седан,передний,синий
Hyundai,Elantra III (XD2) Рестайлинг,105,Бензин,140000,2005,266000,автомат,седан,передний,чёрный
Hyundai,Solaris I,123,Бензин,440000,2013,103000,автомат,седан,передний,белый
Hyundai,Solaris II,100,Бензин,649000,2017,36000,автомат,седан,передний,белый
Hyundai,Creta I,121,Бензин,899000,2017,56665,автомат,внедорожник 5 дв.,полный,синий
Hyundai,Solaris I Рестайлинг,107,Бензин,455000,2015,74200,механика,седан,передний,белый
Hyundai,Solaris I Рестайлинг,123,Бензин,625000,2016,37000,автомат,седан,передний,коричневый
Hyundai,H-1 II,116,Дизель,749999,2011,175000,механика,минивэн,задний,чёрный
Hyundai,i30 I Рестайлинг,122,Бензин,389000,2011,148520,механика,хэтчбек 5 дв.,передний,серый
Hyundai,Solaris I Рестайлинг,107,Бензин,420000,2015,194266,автомат,седан,передний,красный
Hyundai,Santa Fe  I Classic,112,Дизель,388000,2008,171000,автомат,внедорожник 5 дв.,полный,серый
Hyundai,Solaris I Рестайлинг,123,Бензин,469000,2015,136045,механика,седан,передний,белый
Hyundai,Solaris I,123,Бензин,339000,2011,92000,автомат,седан,передний,серый
Hyundai,Tucson I,140,Бензин,429000,2007,149000,автомат,внедорожник 5 дв.,полный,серебристый
Hyundai,Matrix I Рестайлинг,103,Бензин,350000,2008,76280,автомат,компактвэн,передний,чёрный
Hyundai,Solaris II,100,Бензин,599000,2018,59412,автомат,седан,передний,синий
Hyundai,i40 I Рестайлинг,150,Бензин,1200,2017,37000,автомат,универсал 5 дв.,передний,чёрный
Hyundai,Sonata VII (LF) Рестайлинг,150,Бензин,1135,2018,52500,автомат,седан,передний,серый
Hyundai,Elantra IV (HD),122,Бензин,290000,2008,303000,механика,седан,передний,серебристый
Hyundai,Tiburon I (RD) Рестайлинг,139,Бензин,235000,2000,278704,механика,купе,передний,синий
Hyundai,Solaris I,107,Бензин,349000,2011,162000,автомат,седан,передний,серый
Hyundai,Starex I Рестайлинг,101,Дизель,319700,2003,234563,механика,минивэн,задний,серебристый
Hyundai,Solaris I,107,Бензин,399000,2013,104000,автомат,седан,передний,чёрный
Hyundai,Santa Fe III Рестайлинг,200,Дизель,1499,2015,80000,автомат,внедорожник 5 дв.,полный,коричневый
Hyundai,Solaris I Рестайлинг,123,Бензин,639000,2016,21269,автомат,седан,передний,красный
Hyundai,Solaris I Рестайлинг,123,Бензин,519000,2015,64617,механика,хэтчбек 5 дв.,передний,чёрный
Hyundai,Santa Fe III Рестайлинг,200,Дизель,1635,2017,66848,автомат,внедорожник 5 дв.,полный,серебристый
Hyundai,ix35 I,150,Бензин,665000,2013,175886,автомат,внедорожник 5 дв.,передний,чёрный
Hyundai,Creta I,149,Бензин,929000,2017,62286,автомат,внедорожник 5 дв.,передний,серебристый
Hyundai,i40 I Рестайлинг,150,Бензин,1049,2017,67741,автомат,универсал 5 дв.,передний,белый
Hyundai,Santa Fe III Рестайлинг Grand,200,Дизель,1660,2016,114327,автомат,внедорожник 5 дв.,полный,чёрный
Hyundai,Santa Fe III Рестайлинг,200,Дизель,1775,2018,19975,автомат,внедорожник 5 дв.,полный,чёрный
Hyundai,Elantra V (MD) Рестайлинг,132,Бензин,684000,2015,64536,автомат,седан,передний,чёрный
Hyundai,Santa Fe III,175,Бензин,1029,2014,112713,автомат,внедорожник 5 дв.,полный,коричневый
Hyundai,Santa Fe  I Classic,173,Бензин,589000,2011,91743,автомат,внедорожник 5 дв.,полный,серебристый
Hyundai,Solaris II,123,Бензин,837000,2018,21330,автомат,седан,передний,серый
Hyundai,ix35 I,150,Бензин,659000,2012,151000,автомат,внедорожник 5 дв.,полный,серебристый
Hyundai,Solaris I Рестайлинг,107,Бензин,499000,2016,85000,автомат,хэтчбек 5 дв.,передний,чёрный
Hyundai,Santa Fe II,150,Дизель,499000,2008,174500,механика,внедорожник 5 дв.,полный,серебристый
Hyundai,Creta I,123,Бензин,675000,2017,118000,механика,внедорожник 5 дв.,передний,коричневый
Hyundai,i30 I,122,Бензин,309000,2010,180000,автомат,хэтчбек 5 дв.,передний,бежевый
Hyundai,Solaris I,123,Бензин,359000,2012,144000,механика,хэтчбек 5 дв.,передний,синий
Hyundai,Tucson III,150,Бензин,1194,2017,77000,автомат,внедорожник 5 дв.,передний,коричневый
Hyundai,ix35 I,150,Бензин,750000,2012,142000,автомат,внедорожник 5 дв.,полный,серебристый
Hyundai,Getz I Рестайлинг,97,Бензин,349000,2010,63104,автомат,хэтчбек 5 дв.,передний,зелёный
Hyundai,Solaris I,123,Бензин,349000,2011,114486,механика,седан,передний,серый
Hyundai,i40 I,150,Бензин,660000,2014,124000,автомат,седан,передний,серый
Hyundai,Solaris I,123,Бензин,379000,2011,101511,автомат,седан,передний,серебристый
Hyundai,Solaris I,123,Бензин,429000,2013,92236,автомат,седан,передний,белый
Hyundai,Santa Fe  I Classic,173,Бензин,419000,2008,144000,автомат,внедорожник 5 дв.,полный,бежевый
Hyundai,Santa Fe  I Classic,112,Дизель,335970,2008,203000,автомат,внедорожник 5 дв.,полный,бежевый
Hyundai,Santa Fe I,146,Бензин,279000,2003,165000,механика,внедорожник 5 дв.,передний,голубой
Hyundai,Santa Fe I,146,Бензин,235000,2002,311383,автомат,внедорожник 5 дв.,передний,чёрный
Hyundai,Santa Fe  I Classic,112,Дизель,545000,2011,128000,автомат,внедорожник 5 дв.,полный,серебристый
Hyundai,Sonata VI (YF),150,Бензин,575000,2011,177261,автомат,седан,передний,белый
Hyundai,Creta I,123,Бензин,878000,2017,36727,механика,внедорожник 5 дв.,передний,серебристый
Hyundai,ix35 I Рестайлинг,150,Бензин,955555,2015,61965,автомат,внедорожник 5 дв.,полный,серебристый
